Id	Year	Genre
3343	N/A	Horror|Romance
3344	N/A	Comedy|Drama|Romance
3345	1946	Thriller
3346	1998	Comedy
3347	1993	Drama|Mystery|Romance
3348	1996	Comedy|Romance
3349	1998	Drama|Romance
3350	N/A	Adventure|Romance
3351	1987	Comedy
3352	1997	N/A
3353	1990	Comedy|Drama
3354	1997	Comedy
3355	N/A	Drama
3356	1998	Drama|Romance
3357	1966	Documentary
3358	1991	Comedy
3359	1949	Drama
3360	1991	Drama
3361	1998	Comedy|Drama|Romance
3362	1985	Adventure|Children's|Fantasy
3363	1995	Drama|Mystery
3364	1993	Thriller
3365	2000	Documentary
3366	1997	Sci-Fi
3367	1944	Horror
3368	1995	Romance
3369	1989	Drama
3370	2000	Comedy|Romance
3371	N/A	N/A
3372	1936	Thriller
3373	1993	Drama|Thriller
3374	1998	N/A
3375	1977	Action|Adventure|Fantasy|Sci-Fi
3376	N/A	Comedy|Romance
3377	1997	Comedy|Romance
3378	1992	N/A
3379	1987	Comedy|Romance
3380	1999	Comedy
3381	1995	Drama
3382	1996	Comedy
3383	1994	Drama
3384	1999	Drama
3385	1995	Drama
3386	1990	Horror
3387	1958	Drama
3388	1996	Comedy
3389	1999	Thriller
3390	1984	Comedy|Romance
3391	N/A	Romance
3392	N/A	Drama
3393	N/A	Drama|Romance
3394	1992	Drama
3395	N/A	Drama
3396	1991	Adventure|Comedy
3397	1993	Comedy|Romance
3398	N/A	Comedy
3399	1992	Comedy|Crime
3400	1984	Drama|War
3401	1989	Comedy
3402	1963	Comedy
3403	1986	Comedy|Crime
3404	1987	N/A
3405	1955	Romance
3406	1980	Comedy|Drama
3407	N/A	Drama|Romance
3408	1986	N/A
3409	1999	Documentary
3410	1996	Comedy
3411	1961	Thriller
3412	1977	Adventure|Children's
3413	N/A	Drama
3414	1981	Drama
3415	1994	Comedy
3416	1996	Comedy
3417	1948	Film-Noir
3418	1973	Sci-Fi|Thriller
3419	1992	Drama
3420	2000	Action|Romance
3421	N/A	Comedy|Mystery
3422	1960	Musical
3423	1972	Drama
3424	1999	Comedy|Drama
3425	1981	Drama
3426	1998	Drama
3427	1976	Action|Adventure|Sci-Fi
3428	2000	Drama
3429	1980	Drama
3430	1998	Adventure|Children's|Comedy
3431	N/A	Drama
3432	N/A	Drama
3433	1955	N/A
3434	1988	Adventure|Comedy
3435	1990	Horror
3436	1998	Drama
3437	1997	Comedy
3438	1997	Drama|Romance
3439	1998	Drama|Romance
3440	1996	Comedy
3441	1989	Drama|Sci-Fi|Thriller
3442	1994	N/A
3443	1982	Horror
3444	1996	Comedy|Drama
3445	1990	N/A
3446	1994	Drama
3447	1974	Action
3448	1986	Comedy
3449	1934	Comedy
3450	N/A	Horror|Thriller
3451	1939	Drama|Romance|War
3452	1997	Children's|Comedy
3453	1998	Drama|Romance
3454	N/A	N/A
3455	N/A	Crime|Drama|Mystery
3456	N/A	N/A
3457	1997	Drama
3458	N/A	N/A
3460	2000	Comedy|Drama
3461	1991	Animation|Children's|Musical
3462	1962	Horror
3463	1986	Action|Crime
3464	1999	Action|Comedy
3465	1999	Drama
3466	1997	Romance|Thriller
3467	1995	Drama
3468	1997	Comedy
3469	1998	Documentary
3470	1996	Documentary
3471	1945	Horror
3472	1999	Comedy|Romance
3473	1994	Comedy
3474	N/A	Thriller
3475	1957	Comedy|Musical
3476	1994	Thriller
3477	N/A	Drama
3478	1984	Crime|Drama|Thriller
3479	1993	Drama|Fantasy
3480	1998	Drama|Thriller
3481	1961	Action|Drama|War
3482	1986	Comedy
3484	1997	Romance
3485	1997	Drama|Sci-Fi|Thriller
3486	1962	Drama
3487	1978	Drama|War
3488	1951	Musical|Romance
3489	1998	Drama|Thriller
3490	1996	Drama
3491	1977	Children's|Comedy
3492	1975	Horror
3493	1998	Action|Adventure|Romance
3494	1995	Horror
3495	1984	Action|Adventure|Fantasy
3496	1996	Adventure|Children's
3497	1954	Sci-Fi
3498	1925	Drama|War
3499	N/A	N/A
3500	1998	Comedy
3501	1992	Action|Romance|War
3502	1944	Film-Noir|Horror
3503	N/A	Drama
3504	1996	Comedy|Drama
3505	1971	Adventure|Children's|Comedy|Fantasy
3506	1983	Drama
3507	1991	Comedy
3508	1993	Drama
3509	1972	Horror
3510	1957	Drama
3511	1992	Drama
3512	1998	Drama
3513	1998	N/A
3514	1994	Crime|Drama
3515	1990	Comedy
3516	2000	N/A
3517	1983	Drama
3518	N/A	Comedy|Romance
3519	1980	Comedy
3520	1994	Comedy|Horror
3521	1940	Horror|Sci-Fi
3522	N/A	Comedy|Romance
3523	1995	Comedy
3524	1920	Comedy
3525	1953	Drama
3526	1987	Drama
3527	1996	Comedy
3528	1955	Drama
3529	1999	Drama
3530	1975	Sci-Fi|Thriller
3531	1994	N/A
3532	1995	Drama|Romance
3533	2000	N/A
3534	1993	Drama|Musical
3535	1996	Drama|Romance
3536	1997	Adventure|Children's|Comedy|Fantasy
3537	1994	Comedy|Romance
3538	1977	Comedy
3539	1942	Comedy
3540	2000	N/A
3541	1984	Action
3542	1999	Documentary
3543	1995	Action|Adventure|Sci-Fi
3544	N/A	Horror|Sci-Fi
3545	1999	Drama
3546	1986	N/A
3547	1999	Drama
3548	1967	Drama
3549	1987	Musical|Romance
3550	1973	Crime
3551	1998	Comedy|Drama
3552	1996	Comedy|Romance
3553	1999	Drama
3554	1995	Drama
3555	1986	Drama
3556	1987	Drama
3557	1990	Drama
3558	1998	Documentary
3559	1994	Drama
3560	1998	Drama
3561	1986	Drama
3562	1969	Adventure|Western
3563	1990	Horror
3564	1982	N/A
3565	1993	Drama
3566	1964	Horror
3567	1994	Comedy|War
3568	N/A	Comedy|Drama|Romance
3569	1980	Drama|War
3571	N/A	Drama
3572	1932	Comedy|Romance
3573	1978	Comedy|Musical|Romance
3574	1980	Comedy
3575	N/A	Comedy|Sci-Fi
3576	1928	Comedy
3577	1996	Drama|Thriller
3578	1955	Drama
3579	1982	Horror
3580	N/A	N/A
3581	1999	Sci-Fi|Thriller
3582	1998	Comedy|Drama|Romance
3583	1940	Animation|Children's|Comedy|Musical
3584	1997	Romance
3585	1997	Drama
3586	1998	N/A
3587	1968	Musical
3588	1990	Animation|Comedy
3589	1995	Drama
3590	1997	Children's|Drama|Fantasy
3591	1998	Romance
3592	1983	Comedy
3593	1991	Action|Drama
3594	1954	Action|Drama
3595	1998	Documentary
3596	1994	Action|Thriller
3597	N/A	Comedy|Western
3598	1944	Drama|Thriller|War
3599	1981	Drama
3600	1983	Drama
3601	1994	Documentary
3602	2000	Drama
3603	1982	Drama
3604	1954	Action|Sci-Fi
3605	1989	Drama
3606	1996	Drama
3607	1940	Comedy
3608	1995	Comedy|Horror|Thriller
3610	1995	N/A
3611	1995	N/A
3612	1999	Comedy
3613	1994	Comedy|Romance
3614	1996	Comedy
3615	1991	Mystery|Romance|Thriller
3616	N/A	Comedy
3617	1994	Adventure|Children's
3618	1992	N/A
3619	1989	Comedy
3620	1991	Drama
3621	1933	Romance
3622	1998	Comedy
3623	1999	Comedy
3624	1996	Drama|Romance
3625	1986	Comedy
3626	1996	Romance
3627	1995	Drama
3628	1996	N/A
3629	1993	Comedy|Sci-Fi
3630	N/A	Romance|Thriller
3631	1993	Comedy
3632	1997	Animation|Children's|Musical
3633	1995	Drama
3634	1997	Drama
3635	1996	N/A
3636	1980	Comedy
3637	1951	Drama|Sci-Fi
3638	1997	N/A
3639	1997	Action|Crime|Mystery
3640	1984	Horror
3641	1999	Action|Thriller
3642	1990	N/A
3643	1983	Horror
3644	1982	Horror|Sci-Fi
3645	1973	Drama
3646	1999	Comedy
3647	2000	Comedy
3648	1991	Drama|Mystery
3649	1982	N/A
3650	1997	Drama|War
3651	1945	Comedy|Musical
3652	1985	Horror
3653	N/A	Drama|Mystery
3654	1992	Adventure|Romance
3655	N/A	Drama|Romance
3656	1934	Comedy
3657	N/A	Horror
3658	1998	Drama
3659	1999	N/A
3660	N/A	Drama
3661	1987	Comedy|Horror
3662	1985	Action|Adventure|Mystery
3663	1994	Drama|Romance
3664	1998	Action|Adventure|Sci-Fi|Thriller|War
3665	1962	Adventure|War
3666	1996	N/A
3667	1993	Drama|War
3668	1995	Comedy|Romance
3669	1959	Horror|Sci-Fi
3670	1997	Comedy
3671	1962	Horror|Sci-Fi
3672	1972	Drama
3673	1992	Comedy
3674	1984	Action|Sci-Fi|Thriller
3675	1989	N/A
3676	N/A	Drama
3677	1988	Adventure|Animation|Film-Noir
3679	1981	Drama|War
3680	1989	Documentary
3681	2000	Animation|Children's
3682	1998	Comedy|Drama
3683	1956	Adventure|War
3684	1991	N/A
3685	1973	Horror
3686	1995	Action|Drama|Thriller
3687	1962	Action
3688	N/A	Thriller
3689	1994	Children's|Comedy
3690	1999	Comedy
3691	1998	N/A
3692	1998	N/A
3693	1998	Drama
3694	N/A	Drama
3695	1984	Drama
3696	1919	Comedy
3697	1989	Comedy
3698	1942	Drama|War
3699	1999	Thriller
3701	1988	Drama|Romance
3702	1998	Action|Sci-Fi
3703	1996	Documentary
3704	1999	Crime|Drama
3705	N/A	Comedy
3706	1974	Horror
3707	N/A	Drama
3708	1992	Action|Adventure|Comedy|Crime
3709	1974	Comedy
3710	1997	Drama
3711	1957	Drama
3712	1991	Drama|Romance
3713	N/A	Comedy
3714	1998	Comedy|Romance
3715	1959	N/A
3716	N/A	Drama|War
3717	1925	Comedy
3718	1966	Action|Western
3719	1997	Drama
3720	1999	Drama
3721	2000	Animation|Children's
3722	1998	Action|Adventure|Horror
3723	1970	Comedy|War
3724	1998	Drama
3725	1999	Comedy|Romance
3726	1997	N/A
3727	1956	Drama
3728	1996	Comedy|Romance
3729	N/A	Horror
3730	1999	Drama
3731	1993	N/A
3732	1950	Sci-Fi
3733	1987	Horror
3734	1981	Action|Adventure|Sci-Fi|Thriller
3735	1947	Comedy
3736	1996	Drama|Thriller
3737	1994	Action|Comedy|Western
3738	1982	Drama
3739	1985	Action|War
3740	2000	Documentary
3741	1997	Drama
3742	1994	N/A
3743	N/A	N/A
3744	1996	Comedy
3745	1997	Horror
3746	1999	Comedy
3747	1994	Drama
3748	1994	Animation|Children's
3749	1995	Comedy|Drama
3750	1998	Romance
3751	1986	N/A
3752	N/A	Comedy
3753	1981	Drama|Thriller
3754	1949	Crime|Drama
3755	1998	N/A
3756	1995	Drama
3757	1997	Drama
3758	N/A	Children's
3759	1968	Drama|Mystery|Sci-Fi|Thriller
3760	1990	Crime|Drama|Film-Noir
3761	1997	Comedy|Drama
3762	1995	Drama|Romance
3763	1999	Action|Adventure|Comedy
3764	N/A	N/A
3765	1994	Drama
3766	1963	Sci-Fi|War
3767	1954	Horror
3768	1996	N/A
3769	N/A	Drama|Romance
3770	1989	Comedy|Horror
3771	1931	Comedy
3772	1978	Comedy
3773	1997	Action|Romance|Thriller
3774	1993	Horror|Sci-Fi|Thriller
3775	1989	Action|Thriller
3776	1996	Drama|Romance
3777	2000	Adventure|Animation|Children's
3778	1981	Animation|Musical
3779	1986	Horror
3780	1999	Documentary
3781	1994	Comedy|Drama
3782	1999	Action|Sci-Fi|Western
3783	1995	N/A
3784	2000	Animation|Children's
3785	1996	Drama
3786	1995	Adventure|Children's|Comedy|Fantasy|Romance
3787	1987	Adventure|Children's
3788	1998	Drama|Romance
3789	N/A	Comedy
3790	N/A	Comedy|Romance
3791	1999	N/A
3792	1994	Drama
3793	1989	Comedy
3795	1997	Action|Drama
3796	1997	Thriller
3797	1970	Animation|Children's
3798	1998	Comedy|Drama|Romance
3799	1994	Thriller
3800	1995	Action|Drama|Thriller
3801	N/A	Action
3802	1999	Drama
3803	1980	Drama
3804	1993	N/A
3805	1997	Comedy
3806	1986	N/A
3807	2000	Comedy
3808	1998	Drama
3809	1990	Comedy|Horror
3810	1994	Drama
3811	1958	Comedy|Drama
3812	1996	Comedy|Musical|Romance
3813	1993	Animation|Children's|Musical
3814	1990	Action|Drama|Romance
3815	N/A	Drama
3816	1996	Comedy
3817	1925	Comedy
3818	1994	Children's|Comedy
3820	1997	Action|Thriller
3821	1993	Drama|Thriller
3822	1937	Comedy|Musical|Romance
3823	N/A	Horror
3824	1960	Children's|Comedy|Drama
3825	N/A	Drama
3826	1990	N/A
3827	1994	N/A
3828	1994	Crime|Drama
3829	1995	N/A
3830	1988	Adventure|Romance
3831	N/A	Drama
3832	1983	Horror
3833	1947	Animation|Children's|Musical
3834	1971	Action|Crime
3835	N/A	Action|War
3836	1993	Animation|Children's
3837	1998	Drama
3838	2000	Sci-Fi
3839	1995	Crime|Thriller
3840	1995	Drama
3841	1999	Drama
3842	N/A	Comedy
3843	1998	Comedy|Romance
3844	1944	Musical
3845	1994	Crime|Drama
3846	1986	Musical
3847	1997	Comedy|Romance
3848	1989	Comedy
3849	1999	Comedy|Drama
3850	1974	Drama
3851	1986	Drama
3852	1956	Thriller
3853	N/A	Documentary
3854	1994	Action|Sci-Fi
3855	1950	Sci-Fi
3856	N/A	Horror
3857	1998	Comedy
3858	1990	Comedy
3859	1947	Drama
3860	1996	Comedy|Romance
3861	1995	Drama
3862	1999	Horror|Thriller
3863	1995	N/A
3864	1995	Action
3865	1995	Drama
3866	1963	Adventure|Children's
3867	1986	Comedy
3869	1994	Western
3870	1994	Drama
3871	1946	Drama
3872	1974	Film-Noir|Mystery|Thriller
3873	1998	Comedy|Romance
3874	1999	N/A
3875	1974	Horror
3876	N/A	Thriller
3877	1958	Musical|Romance|War
3878	N/A	Action|Drama|War
3879	1998	Drama
3880	1969	N/A
3881	1998	Drama
3882	1999	N/A
3883	1991	Comedy
3884	1994	N/A
3885	1995	War
3886	1984	Drama
3887	1978	Action|Horror
3888	1984	Action|Adventure|Comedy|Romance
3889	1996	Drama
3890	1996	Crime|Drama|Romance
3892	1996	Children's|Comedy|Fantasy
3893	1996	Drama|Mystery
3894	1995	War
3895	1943	Drama
3896	1995	Documentary
3897	1993	Drama
3898	1976	N/A
3899	1999	N/A
3900	1995	Action|Thriller
3901	1973	Action
3902	1994	Action|Adventure|Sci-Fi
3903	1990	Comedy|Horror
3904	1994	Comedy|Romance
3905	1988	Comedy|Drama
3906	1998	Thriller
3907	1999	Horror|Thriller
3908	1998	Action|Comedy
3909	1993	Documentary
3910	1986	Children's
3911	1997	Drama|Musical
3912	1989	Action|Adventure|Sci-Fi|Thriller
3913	1993	Drama|Romance
3914	1998	Animation|Children's|Comedy
3915	1994	N/A
3916	1965	Thriller
3917	1998	Comedy
3918	1988	Adventure
3919	1998	Drama|Thriller
3920	1997	Comedy
3921	1986	Action|Comedy
3922	1994	Comedy
3923	1979	Children's|Comedy|Western
3924	1995	Drama
3925	1998	Drama
3926	N/A	Comedy
3927	1995	N/A
3928	1996	Documentary
3929	1999	Comedy|Drama|Romance
3930	1931	Western
3931	1987	N/A
3932	1998	Drama
3933	1953	Thriller
3934	1999	Comedy
3935	1993	N/A
3936	1996	N/A
3937	1982	Comedy
3938	2000	Comedy
3939	1971	Adventure|Children's|Musical
3940	1980	Adventure|Children's|Comedy
3941	1995	Action|Children's
3942	1996	Thriller
3943	2000	Thriller
3944	1980	Drama|Romance
3945	1938	Comedy|Mystery|Romance|Thriller
3946	1995	N/A
3947	1998	Drama
3948	1968	Horror|Thriller
3949	1993	Drama
3950	1993	Comedy
3951	1919	Adventure|Drama
