ID	Gender	Age	Occupation
4468	F	35	6
4469	M	25	6
4470	F	18	5
4471	F	35	N/A
4472	M	25	7
4473	N/A	25	15
4474	F	N/A	6
4475	F	N/A	0
4476	F	35	7
4477	M	25	7
4478	M	1	10
4479	M	25	17
4480	M	N/A	4
4481	F	45	0
4482	M	1	12
4483	F	18	4
4484	F	50	2
4485	F	N/A	0
4486	F	50	17
4487	F	45	2
4488	M	18	14
4489	M	25	7
4490	M	25	14
4491	M	18	4
4492	M	50	16
4493	M	25	0
4494	M	N/A	0
4495	N/A	35	1
4496	N/A	35	20
4497	M	35	0
4498	M	35	14
4499	M	N/A	0
4500	N/A	35	0
4501	M	N/A	20
4502	M	18	4
4503	N/A	N/A	1
4504	M	25	20
4505	F	25	7
4506	F	18	20
4507	F	18	4
4508	M	25	0
4509	M	N/A	12
4510	M	18	4
4511	N/A	18	20
4512	F	18	4
4513	N/A	18	4
4514	M	18	0
4515	M	25	7
4516	F	18	0
4517	N/A	18	4
4518	M	18	4
4519	N/A	N/A	1
4520	F	35	1
4521	M	N/A	0
4522	N/A	N/A	14
4523	F	45	N/A
4524	N/A	25	7
4525	M	18	4
4526	M	25	14
4527	M	35	7
4528	M	35	17
4529	M	35	7
4530	F	45	20
4531	M	35	17
4532	M	25	1
4533	N/A	1	10
4534	N/A	35	7
4535	M	18	4
4536	M	25	7
4537	N/A	45	6
4538	F	45	0
4539	M	N/A	0
4540	M	35	17
4541	M	45	6
4542	M	25	4
4543	M	35	11
4544	M	50	2
4545	M	25	14
4546	M	35	0
4547	M	25	0
4548	F	35	6
4549	N/A	45	0
4550	N/A	25	12
4551	N/A	18	4
4552	F	25	17
4553	M	35	20
4554	M	25	0
4555	M	25	7
4556	F	25	N/A
4557	F	1	10
4558	N/A	45	1
4559	M	N/A	2
4560	M	35	12
4561	M	35	14
4562	M	1	19
4563	F	18	14
4564	N/A	35	1
4565	F	50	1
4566	M	35	7
4567	M	25	N/A
4568	F	35	7
4569	M	45	16
4570	M	35	N/A
4571	M	25	0
4572	F	25	1
4573	M	25	3
4574	M	45	14
4575	M	35	0
4576	M	25	4
4577	N/A	35	N/A
4578	M	25	1
4579	M	50	N/A
4580	M	25	1
4581	M	18	5
4582	F	25	0
4583	M	18	6
4584	F	25	1
4585	M	35	0
4586	F	50	13
4587	F	35	6
4588	M	35	5
4589	F	35	14
4590	M	25	14
4591	M	45	6
4592	M	56	13
4593	M	N/A	7
4594	M	18	N/A
4595	M	45	16
4596	M	35	12
4597	F	50	1
4598	F	25	14
4599	M	18	15
4600	M	25	17
4601	M	25	4
4602	M	25	12
4603	F	1	2
4604	M	18	2
4605	M	35	17
4606	N/A	N/A	10
4607	M	18	20
4608	F	N/A	3
4609	M	1	8
4610	M	50	7
4611	M	25	0
4612	F	45	7
4613	M	25	18
4614	M	25	12
4615	M	25	16
4616	M	N/A	12
4617	M	18	12
4618	M	50	17
4619	M	25	N/A
4620	M	35	7
4621	N/A	25	7
4622	F	1	10
4623	M	18	4
4624	N/A	25	N/A
4625	M	25	15
4626	M	35	1
4627	F	18	4
4628	M	18	16
4629	N/A	50	0
4630	M	50	11
4631	M	1	N/A
4632	F	25	1
4633	M	35	17
4634	F	25	3
4635	M	56	N/A
4636	M	1	19
4637	M	25	0
4638	M	18	20
4639	F	35	7
4640	F	35	1
4641	F	35	1
4642	N/A	N/A	15
4643	M	25	N/A
4644	M	25	1
4645	M	25	7
4646	F	25	14
4647	M	35	12
4648	M	25	16
4649	F	56	13
4650	M	18	4
4651	M	50	N/A
4652	M	18	4
4653	N/A	18	12
4654	M	25	5
4655	M	35	N/A
4656	M	25	17
4657	F	25	4
4658	F	25	0
4659	M	25	N/A
4660	N/A	25	N/A
4661	M	25	20
4662	M	35	20
4663	M	56	13
4664	M	18	2
4665	N/A	18	17
4666	M	35	5
4667	N/A	18	4
4668	F	50	0
4669	N/A	18	4
4670	M	25	20
4671	N/A	1	10
4672	M	50	7
4673	M	35	14
4674	M	25	0
4675	N/A	45	14
4676	N/A	N/A	6
4677	M	18	2
4678	M	25	7
4679	M	35	N/A
4680	M	18	4
4681	M	25	0
4682	N/A	1	10
4683	M	18	2
4684	M	35	12
4685	M	N/A	4
4686	M	25	20
4687	N/A	50	1
4688	M	35	N/A
4689	M	25	N/A
4690	M	35	18
4691	F	50	9
4692	M	25	0
4693	M	25	1
4694	F	35	9
4695	F	56	13
4696	F	N/A	13
4697	M	18	4
4698	M	N/A	17
4699	F	25	20
4700	M	25	17
4701	F	25	6
4702	N/A	18	4
4703	F	25	15
4704	M	18	19
4705	M	35	1
4706	M	N/A	14
4707	M	25	4
4708	N/A	25	12
4709	M	25	1
4710	F	45	N/A
4711	F	25	9
4712	M	25	4
4713	N/A	25	N/A
4714	M	25	N/A
4715	F	50	1
4716	M	35	0
4717	F	35	20
4718	M	18	N/A
4719	M	50	N/A
4720	M	35	0
4721	M	45	19
4722	F	35	0
4723	M	18	4
4724	M	18	4
4725	M	56	7
4726	N/A	56	1
4727	F	25	7
4728	F	25	1
4729	M	18	0
4730	F	45	1
4731	F	25	0
4732	M	50	1
4733	M	35	2
4734	F	25	5
4735	M	18	4
4736	F	56	6
4737	N/A	18	4
4738	M	25	7
4739	M	50	1
4740	M	25	14
4741	M	25	11
4742	F	50	20
4743	M	50	18
4744	M	45	17
4745	M	18	4
4746	F	25	1
4747	F	35	20
4748	F	N/A	0
4749	M	35	1
4750	M	50	3
4751	M	18	20
4752	M	N/A	N/A
4753	M	25	12
4754	M	35	17
4755	M	25	14
4756	N/A	35	19
4757	F	25	4
4758	F	N/A	12
4759	F	25	1
4760	M	50	7
4761	M	45	13
4762	M	35	7
4763	M	35	7
4764	F	25	15
4765	M	N/A	4
4766	M	N/A	17
4767	N/A	56	1
4768	M	25	3
4769	F	35	12
4770	M	25	4
4771	M	50	20
4772	N/A	25	0
4773	M	18	4
4774	M	45	0
4775	M	25	17
4776	M	45	0
4777	M	50	16
4778	M	50	15
4779	M	18	14
4780	M	25	17
4781	M	25	17
4782	M	25	20
4783	M	35	N/A
4784	M	35	18
4785	M	25	3
4786	M	N/A	7
4787	M	18	4
4788	F	25	2
4789	F	N/A	0
4790	M	35	7
4791	N/A	25	N/A
4792	F	N/A	7
4793	M	50	20
4794	F	25	7
4795	M	35	1
4796	M	35	16
4797	M	50	17
4798	M	35	0
4799	M	25	15
4800	M	35	13
4801	F	25	0
4802	N/A	18	2
4803	M	25	2
4804	M	1	N/A
4805	M	25	1
4806	M	18	4
4807	M	35	7
4808	M	N/A	1
4809	M	56	17
4810	F	18	4
4811	F	25	7
4812	F	18	4
4813	N/A	25	14
4814	F	25	3
4815	M	35	2
4816	M	18	12
4817	M	35	3
4818	M	50	12
4819	F	50	N/A
4820	M	25	12
4821	M	45	14
4822	M	25	N/A
4823	M	35	0
4824	M	25	6
4825	M	50	16
4826	F	N/A	4
4827	M	25	5
4828	F	35	17
4829	F	45	1
4830	M	25	12
4831	F	25	7
4832	M	N/A	12
4833	M	18	0
4834	F	45	1
4835	M	25	7
4836	M	25	12
4837	M	35	20
4838	M	N/A	7
4839	F	35	20
4840	F	35	1
4841	M	35	7
4842	M	25	20
4843	M	25	16
4844	F	25	20
4845	M	25	2
4846	M	N/A	18
4847	M	25	0
4848	M	25	0
4849	M	50	3
4850	M	25	0
4851	F	35	0
4852	N/A	35	14
4853	M	18	19
4854	F	25	1
4855	M	25	N/A
4856	M	25	N/A
4857	N/A	35	0
4858	N/A	25	7
4859	F	45	6
4860	M	N/A	0
4861	F	45	20
4862	N/A	35	2
4863	F	18	4
4864	M	35	5
4865	M	35	16
4866	F	25	7
4867	M	45	14
4868	M	25	20
4869	M	35	20
4870	M	35	N/A
4871	M	45	N/A
4872	M	25	17
4873	F	25	17
4874	F	25	14
4875	M	25	0
4876	M	50	7
4877	M	25	N/A
4878	M	35	N/A
4879	N/A	N/A	17
4880	M	25	5
4881	M	35	7
4882	M	N/A	14
4883	M	N/A	12
4884	M	45	N/A
4885	M	35	7
4886	F	35	9
4887	N/A	56	7
4888	F	45	9
4889	M	18	4
4890	F	25	1
4891	M	45	1
4892	F	18	N/A
4893	F	25	1
4894	M	18	14
4895	M	45	15
4896	M	N/A	0
4897	M	25	17
4898	M	N/A	0
4899	F	25	4
4900	M	N/A	17
4901	M	18	3
4902	M	50	7
4903	M	50	17
4904	F	18	4
4905	M	25	17
4906	M	25	14
4907	M	25	17
4908	N/A	25	17
4909	F	18	4
4910	F	25	3
4911	F	18	19
4912	M	N/A	4
4913	M	35	17
4914	M	18	4
4915	M	56	7
4916	F	50	17
4917	M	18	0
4918	M	25	14
4919	F	35	7
4920	F	25	0
4921	M	56	13
4922	M	45	12
4923	M	1	N/A
4924	M	56	13
4925	N/A	35	2
4926	F	25	12
4927	M	25	0
4928	F	25	2
4929	F	50	9
4930	N/A	25	15
4931	M	18	4
4932	N/A	18	4
4933	M	25	12
4934	F	35	16
4935	F	25	N/A
4936	F	35	12
4937	F	N/A	6
4938	M	18	N/A
4939	M	25	2
4940	M	18	0
4941	F	N/A	1
4942	M	25	7
4943	N/A	18	4
4944	M	25	17
4945	M	25	4
4946	M	25	20
4947	M	50	6
4948	M	18	4
4949	M	35	7
4950	M	50	6
4951	M	N/A	0
4952	M	25	0
4953	M	35	7
4954	F	35	0
4955	M	25	12
4956	F	1	10
4957	M	35	11
4958	M	25	7
4959	M	35	7
4960	F	50	20
4961	N/A	35	1
4962	M	18	4
4963	M	45	2
4964	F	25	2
4965	M	25	0
4966	M	35	N/A
4967	M	1	N/A
4968	M	45	20
4969	M	50	1
4970	M	25	7
4971	M	18	11
4972	M	N/A	14
4973	F	1	2
4974	M	35	7
4975	M	25	1
4976	N/A	25	0
4977	M	1	N/A
4978	M	35	17
4979	F	18	N/A
4980	M	45	0
4981	M	18	0
4982	F	N/A	4
4983	M	25	11
4984	M	35	N/A
4985	M	N/A	3
4986	M	18	N/A
4987	F	45	15
4988	M	18	4
4989	N/A	35	9
4990	M	25	16
4991	M	35	12
4992	N/A	25	4
4993	M	50	14
4994	F	1	10
4995	F	56	13
4996	M	50	20
4997	M	18	4
4998	F	35	7
4999	M	45	7
5000	M	25	14
5001	M	25	7
5002	F	25	0
5003	M	50	16
5004	F	45	N/A
5005	M	25	0
5006	M	35	20
5007	M	25	15
5008	F	35	3
5009	M	18	17
5010	N/A	18	4
5011	N/A	50	1
5012	N/A	50	7
5013	M	25	5
5014	M	25	15
5015	M	25	6
5016	M	45	16
5017	M	18	16
5018	M	18	12
5019	M	25	7
5020	N/A	35	7
5021	F	56	14
5022	M	25	11
5023	M	25	7
5024	N/A	25	14
5025	M	18	N/A
5026	F	25	2
5027	M	35	7
5028	M	25	17
5029	M	25	N/A
5030	M	25	14
5031	M	35	20
5032	N/A	35	14
5033	M	45	7
5034	F	56	14
5035	M	25	14
5036	M	18	4
5037	M	35	1
5038	M	18	4
5039	M	N/A	13
5040	F	35	9
5041	M	35	6
5042	M	50	16
5043	M	56	1
5044	M	56	7
5045	M	35	12
5046	M	50	16
5047	F	50	N/A
5048	N/A	25	N/A
5049	M	18	4
5050	M	35	2
5051	M	25	4
5052	M	56	16
5053	M	45	7
5054	M	25	12
5055	M	25	12
5056	M	45	17
5057	M	35	0
5058	F	25	2
5059	M	45	15
5060	F	35	9
5061	M	35	16
5062	M	25	14
5063	M	25	0
5064	N/A	56	1
5065	F	18	4
5066	M	18	4
5067	M	18	4
5068	M	N/A	16
5069	M	35	11
5070	F	35	0
5071	M	45	16
5072	M	35	N/A
5073	M	18	4
5074	F	1	10
5075	M	35	0
5076	M	50	N/A
5077	F	35	20
5078	M	25	0
5079	F	N/A	13
5080	M	35	17
5081	F	N/A	16
5082	M	56	16
5083	M	25	1
5084	F	35	3
5085	M	35	14
5086	M	25	4
5087	F	N/A	1
5088	N/A	56	7
5089	M	45	7
5090	F	35	7
5091	M	18	2
5092	M	N/A	4
5093	F	N/A	6
5094	M	25	16
5095	F	N/A	2
5096	M	35	1
5097	M	25	14
5098	F	35	7
5099	M	18	11
5100	F	56	13
5101	M	25	20
5102	M	50	7
5103	M	18	N/A
5104	M	56	1
5105	F	25	14
5106	F	18	1
5107	M	25	N/A
5108	M	18	4
5109	M	35	17
5110	F	35	16
5111	M	25	0
5112	N/A	1	11
5113	N/A	35	7
5114	M	25	17
5115	M	25	N/A
5116	F	35	9
5117	M	45	0
5118	M	35	0
5119	M	18	14
5120	F	18	4
5121	M	35	7
5122	M	25	11
5123	M	50	6
5124	M	18	12
5125	M	25	12
5126	F	25	0
5127	M	18	N/A
5128	M	18	N/A
5129	F	35	1
5130	F	50	16
5131	N/A	35	N/A
5132	M	25	20
5133	F	25	7
5134	M	N/A	7
5135	M	45	15
5136	N/A	25	0
5137	M	1	10
5138	M	25	0
5139	F	35	1
5140	F	25	11
5141	M	25	15
5142	F	35	6
5143	F	45	12
5144	N/A	56	7
5145	F	18	4
5146	M	N/A	1
5147	M	50	0
5148	F	N/A	3
5149	M	25	16
5150	M	18	10
5151	F	35	0
5152	M	35	7
5153	M	N/A	4
5154	F	N/A	4
5155	F	50	6
5156	M	N/A	7
5157	M	N/A	4
5158	F	35	4
5159	N/A	N/A	16
5160	M	56	1
5161	M	56	7
5162	M	N/A	17
5163	F	25	11
5164	M	1	0
5165	M	18	4
5166	M	25	2
5167	F	56	N/A
5168	M	18	4
5169	F	25	0
5170	M	1	10
5171	M	18	4
5172	F	35	4
5173	M	56	1
5174	M	25	7
5175	M	25	2
5176	F	18	4
5177	M	25	7
5178	M	25	20
5179	M	25	7
5180	M	25	0
5181	M	25	1
5182	N/A	25	0
5183	M	18	0
5184	F	35	16
5185	M	50	7
5186	N/A	1	0
5187	M	35	11
5188	M	25	2
5189	M	18	10
5190	N/A	25	4
5191	M	56	10
5192	M	25	17
5193	F	45	15
5194	M	25	3
5195	M	56	17
5196	M	25	7
5197	N/A	N/A	0
5198	N/A	25	N/A
5199	M	50	6
5200	M	45	7
5201	F	50	16
5202	M	56	13
5203	M	18	0
5204	F	18	N/A
5205	M	35	16
5206	F	1	10
5207	M	N/A	4
5208	M	25	17
5209	M	18	18
5210	F	56	13
5211	M	N/A	N/A
5212	M	N/A	3
5213	M	35	16
5214	F	1	10
5215	F	25	3
5216	M	35	2
5217	M	25	6
5218	F	56	2
5219	F	35	14
5220	M	35	0
5221	M	25	6
5222	M	45	11
5223	F	35	N/A
5224	F	35	12
5225	M	45	0
5226	M	25	17
5227	F	25	0
5228	M	35	1
5229	M	50	6
5230	M	56	13
5231	M	25	7
5232	M	25	5
5233	N/A	56	6
5234	M	18	10
5235	M	25	17
5236	F	45	17
5237	F	35	3
5238	M	35	2
5239	M	18	2
5240	F	45	2
5241	M	18	12
5242	M	56	0
5243	F	18	4
5244	M	25	N/A
5245	M	35	1
5246	M	25	14
5247	M	18	4
5248	M	25	12
5249	M	18	4
5250	M	45	16
5251	M	50	6
5252	F	1	10
5253	M	45	2
5254	F	18	3
5255	M	18	3
5256	F	18	N/A
5257	M	35	N/A
5258	F	35	17
5259	M	18	15
5260	F	25	20
5261	M	50	N/A
5262	N/A	18	4
5263	N/A	45	1
5264	M	35	14
5265	M	35	16
5266	M	18	4
5267	M	25	12
5268	F	1	0
5269	F	25	N/A
5270	M	50	13
5271	M	56	7
5272	M	45	11
5273	N/A	18	4
5274	M	25	0
5275	M	45	12
5276	M	25	4
5277	N/A	18	4
5278	M	35	7
5279	F	45	9
5280	F	50	7
5281	M	56	13
5282	F	45	7
5283	M	50	7
5284	M	25	N/A
5285	M	50	0
5286	M	25	2
5287	F	N/A	7
5288	M	56	13
5289	N/A	18	4
5290	M	25	14
5291	M	18	N/A
5292	M	56	17
5293	F	35	0
5294	N/A	25	15
5295	M	35	11
5296	F	56	13
5297	F	25	1
5298	M	56	7
5299	M	18	4
5300	M	25	11
5301	F	25	14
5302	M	25	5
5303	M	56	13
5304	F	1	10
5305	F	N/A	N/A
5306	M	18	17
5307	F	1	10
5308	N/A	35	14
5309	M	18	N/A
5310	M	35	1
5311	F	25	14
5312	N/A	50	N/A
5313	N/A	56	13
5314	F	25	1
5315	M	25	7
5316	M	18	20
5317	M	50	1
5318	F	18	4
5319	M	18	4
5320	F	45	1
5321	M	35	7
5322	F	18	4
5323	M	45	N/A
5324	M	25	4
5325	N/A	N/A	17
5326	F	25	4
5327	M	N/A	4
5328	N/A	35	12
5329	M	18	0
5330	M	25	0
5331	M	35	14
5332	F	1	10
5333	M	35	20
5334	M	18	N/A
5335	M	N/A	7
5336	M	50	17
5337	M	25	0
5338	M	25	0
5339	F	45	7
5340	F	25	0
5341	F	35	17
5342	M	18	0
5343	M	35	1
5344	F	35	9
5345	M	50	0
5346	N/A	25	14
5347	M	25	5
5348	F	1	10
5349	M	35	7
5350	M	25	12
5351	N/A	35	7
5352	M	45	7
5353	M	N/A	1
5354	M	1	0
5355	F	25	4
5356	M	25	17
5357	F	35	0
5358	M	N/A	12
5359	F	35	1
5360	M	25	20
5361	M	18	N/A
5362	M	1	14
5363	M	1	10
5364	F	56	7
5365	M	18	5
5366	F	35	3
5367	M	35	7
5368	M	25	11
5369	M	25	7
5370	N/A	50	1
5371	M	25	12
5372	N/A	56	6
5373	M	35	17
5374	M	18	N/A
5375	M	18	N/A
5376	M	25	7
5377	F	18	4
5378	F	25	1
5379	M	56	N/A
5380	N/A	45	20
5381	F	25	N/A
5382	F	35	17
5383	M	45	17
5384	M	35	17
5385	M	45	7
5386	M	25	6
5387	M	25	0
5388	N/A	N/A	0
5389	N/A	35	0
5390	M	N/A	16
5391	M	25	4
5392	M	25	4
5393	N/A	25	14
5394	F	50	1
5395	M	45	N/A
5396	M	35	N/A
5397	M	35	7
5398	M	25	17
5399	M	18	4
5400	M	45	0
5401	F	50	14
5402	M	25	0
5403	F	35	5
5404	F	35	1
5405	M	35	15
5406	M	1	19
5407	M	25	1
5408	M	N/A	2
5409	M	50	17
5410	N/A	25	12
5411	M	35	4
5412	M	25	2
5413	F	25	1
5414	M	35	7
5415	N/A	35	0
5416	F	35	5
5417	M	50	N/A
5418	M	1	10
5419	N/A	25	7
5420	F	25	14
5421	M	18	4
5422	M	25	4
5423	M	18	4
5424	M	1	10
5425	M	N/A	N/A
5426	M	18	14
5427	N/A	35	12
5428	M	35	7
5429	M	35	0
5430	N/A	50	1
5431	M	18	2
5432	N/A	45	7
5433	N/A	18	2
5434	F	25	0
5435	F	18	14
5436	F	25	0
5437	N/A	45	17
5438	M	18	12
5439	N/A	45	N/A
5440	F	45	0
5441	M	50	17
5442	M	35	N/A
5443	M	56	15
5444	F	25	N/A
5445	M	N/A	16
5446	F	N/A	4
5447	M	18	3
5448	M	25	4
5449	N/A	25	7
5450	M	35	7
5451	F	18	20
5452	F	N/A	14
5453	M	35	7
5454	N/A	50	0
5455	M	25	17
5456	F	50	3
5457	M	25	4
5458	F	N/A	20
5459	M	25	3
5460	M	18	N/A
5461	M	25	6
5462	M	N/A	1
5463	M	18	15
5464	M	25	1
5465	M	56	13
5466	N/A	50	11
5467	F	N/A	5
5468	M	25	2
5469	F	18	4
5470	M	25	0
5471	F	25	1
5472	M	35	0
5473	M	1	10
5474	N/A	25	17
5475	M	25	2
5476	F	35	5
5477	F	45	2
5478	F	N/A	14
5479	M	25	1
5480	F	45	7
5481	F	35	7
5482	M	35	5
5483	M	35	17
5484	M	N/A	N/A
5485	M	N/A	12
5486	M	25	0
5487	M	25	N/A
5488	F	50	6
5489	M	56	13
5490	M	N/A	4
5491	N/A	18	4
5492	F	N/A	N/A
5493	M	18	N/A
5494	M	35	20
5495	M	18	4
5496	N/A	25	20
5497	F	45	20
5498	F	1	10
5499	M	25	20
5500	F	1	10
5501	M	25	N/A
5502	M	25	4
5503	M	35	N/A
5504	M	25	7
5505	M	25	N/A
5506	M	35	17
5507	M	45	7
5508	F	18	4
5509	F	18	1
5510	M	25	19
5511	M	25	14
5512	M	25	N/A
5513	M	25	15
5514	M	25	N/A
5515	N/A	18	2
5516	F	25	2
5517	M	25	7
5518	M	25	7
5519	M	25	7
5520	F	18	14
5521	M	45	12
5522	F	25	17
5523	M	25	17
5524	M	35	12
5525	F	45	N/A
5526	M	35	17
5527	M	35	7
5528	F	18	0
5529	M	35	0
5530	M	35	N/A
5531	F	25	7
5532	M	35	15
5533	M	35	17
5534	M	50	N/A
5535	M	25	3
5536	F	18	6
5537	M	18	7
5538	M	56	13
5539	M	1	10
5540	M	56	17
5541	M	18	12
5542	M	45	17
5543	M	45	14
5544	M	56	0
5545	M	25	17
5546	F	50	N/A
5547	F	18	17
5548	M	18	19
5549	F	25	17
5550	M	25	17
5551	M	25	7
5552	F	N/A	14
5553	M	25	14
5554	F	45	0
5555	M	35	17
5556	M	35	1
5557	M	18	4
5558	M	35	16
5559	M	50	5
5560	M	18	4
5561	F	50	6
5562	M	18	4
5563	F	18	7
5564	M	N/A	4
5565	F	35	0
5566	M	25	0
5567	M	56	7
5568	M	18	4
5569	M	N/A	N/A
5570	M	18	4
5571	N/A	18	0
5572	M	45	N/A
5573	F	25	N/A
5574	M	N/A	7
5575	F	35	N/A
5576	M	25	N/A
5577	M	50	0
5578	M	25	19
5579	M	35	2
5580	M	18	20
5581	M	N/A	1
5582	M	35	6
5583	M	50	17
5584	M	18	3
5585	M	N/A	17
5586	M	25	1
5587	N/A	35	7
5588	M	N/A	4
5589	M	25	11
5590	F	50	6
5591	F	25	6
5592	M	35	17
5593	M	18	4
5594	M	35	11
5595	M	18	15
5596	F	25	14
5597	F	35	N/A
5598	M	35	16
5599	M	25	8
5600	M	50	1
5601	M	N/A	7
5602	N/A	56	N/A
5603	M	25	16
5604	M	25	15
5605	M	25	17
5606	N/A	25	N/A
5607	M	18	6
5608	N/A	18	17
5609	M	18	17
5610	M	N/A	7
5611	M	18	4
5612	M	18	4
5613	M	N/A	7
5614	M	N/A	0
5615	M	35	14
5616	F	18	0
5617	N/A	25	12
5618	M	35	14
5619	M	25	6
5620	M	50	1
5621	N/A	18	1
5622	F	45	N/A
5623	M	1	19
5624	M	25	7
5625	M	50	3
5626	M	45	20
5627	M	18	4
5628	M	1	N/A
5629	F	18	0
5630	F	50	7
5631	M	35	0
5632	M	25	17
5633	M	18	4
5634	M	45	0
5635	M	35	20
5636	M	50	7
5637	M	25	6
5638	N/A	45	6
5639	F	N/A	N/A
5640	M	25	17
5641	M	56	0
5642	F	18	N/A
5643	M	18	12
5644	F	50	6
5645	M	25	14
5646	M	18	4
5647	M	18	0
5648	N/A	35	2
5649	M	18	20
5650	M	50	1
5651	M	25	14
5652	F	50	3
5653	M	35	17
5654	M	25	17
5655	M	45	17
5656	F	1	10
5657	N/A	56	0
5658	M	25	14
5659	M	N/A	16
5660	F	25	4
5661	N/A	35	12
5662	F	35	19
5663	M	45	14
5664	M	25	1
5665	F	25	6
5666	M	25	1
5667	M	56	16
5668	F	18	4
5669	F	35	1
5670	M	56	7
5671	F	35	0
5672	M	35	3
5673	F	25	4
5674	M	18	12
5675	F	35	20
5676	N/A	25	N/A
5677	F	45	0
5678	N/A	35	7
5679	M	45	7
5680	M	N/A	12
5681	F	18	0
5682	M	18	2
5683	M	56	6
5684	F	25	15
5685	M	25	2
5686	N/A	50	11
5687	M	18	4
5688	F	25	9
5689	F	45	3
5690	M	18	17
5691	M	56	17
5692	F	18	15
5693	M	35	7
5694	F	25	7
5695	M	18	0
5696	M	35	17
5697	M	35	12
5698	M	25	17
5699	M	N/A	1
5700	M	35	7
5701	M	45	7
5702	M	18	4
5703	M	35	0
5704	N/A	25	1
5705	M	56	13
5706	M	1	10
5707	M	18	4
5708	M	35	15
5709	M	35	0
5710	M	35	N/A
5711	F	18	N/A
5712	M	25	17
5713	M	18	N/A
5714	M	25	4
5715	F	18	14
5716	M	35	N/A
5717	N/A	56	19
5718	M	50	5
5719	F	35	20
5720	M	35	11
5721	M	N/A	12
5722	M	50	17
5723	M	1	10
5724	F	50	2
5725	M	18	4
5726	M	18	N/A
5727	N/A	45	0
5728	M	56	18
5729	M	35	N/A
5730	N/A	35	0
5731	M	25	16
5732	M	1	10
5733	F	56	0
5734	F	50	N/A
5735	M	18	4
5736	F	N/A	0
5737	M	18	0
5738	M	35	7
5739	M	50	11
5740	F	35	20
5741	F	35	0
5742	M	45	7
5743	M	18	N/A
5744	M	35	12
5745	M	45	0
5746	N/A	25	N/A
5747	F	35	9
5748	F	25	11
5749	M	50	N/A
5750	F	25	9
5751	F	45	0
5752	M	35	17
5753	F	25	N/A
5754	M	N/A	7
5755	F	18	0
5756	N/A	N/A	1
5757	F	50	7
5758	M	45	7
5759	F	35	16
5760	F	18	4
5761	M	35	1
5762	F	25	0
5763	F	25	3
5764	F	18	0
5765	M	25	17
5766	M	35	17
5767	M	35	17
5768	M	N/A	7
5769	M	45	17
5770	M	35	14
5771	F	25	12
5772	M	50	16
5773	F	1	0
5774	M	35	0
5775	M	35	7
5776	M	35	11
5777	F	25	9
5778	M	35	16
5779	M	25	1
5780	N/A	35	9
5781	M	45	3
5782	M	25	20
5783	F	1	10
5784	F	N/A	4
5785	M	56	6
5786	M	35	1
5787	M	35	16
5788	M	25	7
5789	M	25	1
5790	N/A	35	9
5791	M	35	7
5792	N/A	25	4
5793	M	35	0
5794	F	N/A	N/A
5795	M	35	N/A
5796	F	1	10
5797	F	25	6
5798	M	18	20
5799	F	N/A	0
5800	M	25	19
5801	F	1	10
5802	M	25	12
5803	M	18	17
5804	M	18	4
5805	M	35	20
5806	M	N/A	17
5807	M	18	4
5808	F	25	5
5809	M	45	18
5810	M	25	0
5811	M	N/A	0
5812	M	18	14
5813	F	35	20
5814	M	N/A	16
5815	M	N/A	14
5816	M	25	4
5817	M	25	17
5818	M	25	12
5819	M	45	1
5820	M	35	14
5821	F	18	20
5822	M	25	11
5823	N/A	18	4
5824	M	18	0
5825	F	50	1
5826	M	25	12
5827	M	25	15
5828	M	1	10
5829	M	25	0
5830	M	56	6
5831	M	25	7
5832	F	N/A	3
5833	M	25	14
5834	F	56	16
5835	F	25	4
5836	F	18	4
5837	M	50	17
5838	F	N/A	7
5839	M	25	N/A
5840	M	25	12
5841	F	18	4
5842	F	25	17
5843	M	18	1
5844	M	50	17
5845	N/A	45	0
5846	M	N/A	5
5847	M	25	12
5848	M	25	4
5849	M	25	12
5850	M	50	7
5851	M	18	2
5852	M	35	7
5853	M	25	7
5854	M	56	N/A
5855	M	1	10
5856	N/A	N/A	14
5857	F	56	1
5858	M	35	7
5859	F	35	N/A
5860	M	N/A	N/A
5861	F	25	17
5862	M	45	14
5863	N/A	25	14
5864	M	35	7
5865	M	50	7
5866	M	18	19
5867	M	35	16
5868	M	50	16
5869	M	35	7
5870	M	18	4
5871	F	25	N/A
5872	M	35	0
5873	F	56	3
5874	F	N/A	20
5875	M	35	12
5876	M	18	0
5877	M	35	7
5878	M	35	7
5879	M	35	17
5880	M	18	4
5881	M	N/A	3
5882	N/A	18	19
5883	F	18	4
5884	M	25	N/A
5885	M	25	14
5886	N/A	25	N/A
5887	M	35	N/A
5888	M	N/A	15
5889	M	45	7
5890	F	35	9
5891	M	35	16
5892	F	25	6
5893	M	25	4
5894	F	35	4
5895	M	18	2
5896	N/A	18	0
5897	M	35	7
5898	M	35	N/A
5899	M	35	7
5900	F	35	2
5901	F	N/A	7
5902	M	25	1
5903	F	50	0
5904	M	50	0
5905	M	50	14
5906	M	50	6
5907	M	25	17
5908	F	25	4
5909	M	25	14
5910	N/A	N/A	4
5911	M	56	3
5912	M	45	13
5913	M	25	5
5914	F	N/A	3
5915	F	56	0
5916	M	45	7
5917	M	25	11
5918	M	25	0
5919	M	N/A	2
5920	M	25	0
5921	M	18	4
5922	F	56	13
5923	M	18	N/A
5924	F	50	2
5925	M	56	13
5926	M	35	0
5927	M	45	N/A
